,light_phase,network,block,treatment,day,time,time_sec,time_hour_abs,location,focal_individual,behaviour,social_partner,partner_response,notes,patch_partner
249,dark,1,1,twelve,6,10:31 AM,37860.00,130.52,10,B,mount,T,N/A,,T
250,dark,1,1,twelve,6,10:32 AM,37920.00,130.53,10,B,mount,D,N/A,,D
251,dark,1,1,twelve,6,10:41 AM,38460.00,130.68,11,J,mount,O,2. ran away,,O
252,dark,1,1,twelve,6,10:41 AM,38460.00,130.68,11,J,mount,U,8. pushed their back into wall,,U
253,dark,1,1,twelve,6,10:45 AM,38700.00,130.75,11,J,mount,U,N/A,,U
254,dark,1,1,twelve,6,10:46 AM,38760.00,130.77,11,J,mating,U,N/A,"8. bumped .9 before .9 jumped on, .9 rearranged  a few times and stayed on",U
255,dark,1,1,twelve,6,10:49 AM,38940.00,130.82,11,J,mount,U,8. pushed back into the wall,,U
256,dark,1,1,twelve,6,11:22 AM,40920.00,131.37,11,J,mount,U,N/A,.9 stopped shortly,U
257,dark,1,1,twelve,6,11:31 AM,41460.00,131.52,10,D,mount,B,N/A,,B
258,dark,1,1,twelve,6,11:32 AM,41520.00,131.53,10,G,mount,B,N/A,,B
259,dark,1,1,twelve,6,11:39 AM,41940.00,131.65,12,K,mount,S,N/A,stopped quickly,S
260,dark,1,1,twelve,6,11:40 AM,42000.00,131.67,12,I,mount,K,shaking a bit,,K
261,dark,1,1,twelve,6,11:41 AM,42060.00,131.68,10,D,mount,B,N/A,,B
262,dark,1,1,twelve,6,12:16 PM,44160.00,132.27,10,G,mount,G,N/A,,G
263,dark,1,1,twelve,6,12:17 PM,44220.00,132.28,8,C,mount,V,unknown,,V
264,dark,1,1,twelve,6,12:18 PM,44280.00,132.30,8,C,mating,V,N/A,,V
265,dark,1,1,twelve,6,12:23 PM,44580.00,132.38,7,L,mount,V,ran away,,V
266,dark,1,1,twelve,6,12:24 PM,44640.00,132.40,7,A,mount,V,ran away,,V
267,dark,1,1,twelve,6,12:34 PM,45240.00,132.57,1,H,mount,X,Ran away and left shelter 1,,X
268,dark,1,1,twelve,6,12:37 PM,45420.00,132.62,12,I,mount,S,Tried to run away,Looked like mating but .8 got off after around 10 seconds,S
269,dark,1,1,twelve,6,12:37 PM,45420.00,132.62,12,K,mount,S,N/A,tried to mount 6. while .8 was mounting her,S
270,dark,1,1,twelve,6,12:40 PM,45600.00,132.67,12,I,mount,S,pinned against wall,,S
271,dark,1,1,twelve,6,12:42 PM,45720.00,132.70,outside 10,B,mating,X,walking around,,X
272,dark,1,1,twelve,6,12:42 PM,45720.00,132.70,outside 10,F,mount,X,N/A,trying to mount multiple times while .1 and 1: are mating,X
273,dark,1,1,twelve,6,12:43 PM,45780.00,132.72,outside 10,F,mount,X,N/A,,X
274,dark,1,1,twelve,6,12:45 PM,45900.00,132.75,10,F,mating,T,N/A,,T
275,dark,1,1,twelve,6,12:45 PM,45900.00,132.75,10,D,mount,T,N/A,trying to mount while .5 was mating with 7.,T
276,dark,1,1,twelve,6,12:45 PM,45900.00,132.75,10,D,mount,F,N/A,looked very aggressive (curled abdomen under etc),F
277,dark,1,1,twelve,6,12:47 PM,46020.00,132.78,10,G,mount,T,pinned against wall,,T
278,dark,1,1,twelve,6,12:47 PM,46020.00,132.78,10,G,mount,D,N/A,,D
279,dark,1,1,twelve,6,12:50 PM,46200.00,132.83,8,C,mating,X,N/A,,X
280,dark,1,1,twelve,6,1:04 PM,47040.00,133.07,10,D,mount,F,N/A,,F
281,dark,1,1,twelve,6,1:05 PM,47100.00,133.08,10,G,mount,D,N/A,,D
282,dark,1,1,twelve,6,1:33 PM,48780.00,133.55,10,G,mating,V,N/A,,V
283,dark,1,1,twelve,6,1:37 PM,49020.00,133.62,10,D,mount,V,N/A,Looked like mating but less than 30 seconds,V
284,dark,1,1,twelve,6,1:47 PM,49620.00,133.78,12,I,mount,S,ran away and joined :0,,S
285,dark,1,1,twelve,6,1:48 PM,49680.00,133.80,10,D,mount,X,ran away from bit group,,X
286,dark,1,1,twelve,6,1:48 PM,49680.00,133.80,10,D,mount,F,N/A,,F
287,dark,1,1,twelve,6,1:49 PM,49740.00,133.82,10,D,mount,F,N/A,,F
288,dark,1,1,twelve,6,2:11 PM,51060.00,134.18,outside 10,B,mount,F,mount back,,F
289,dark,1,1,twelve,6,2:11 PM,51060.00,134.18,outside 10,F,mount,B,unknown,,B
290,dark,1,1,twelve,6,2:11 PM,51060.00,134.18,10,G,mount,B,N/A,,B
291,dark,1,1,twelve,6,2:12 PM,51120.00,134.20,1,H,mating,M,N/A,,M
292,dark,1,1,twelve,6,2:12 PM,51120.00,134.20,1,E,mount,M,N/A,mounting 0. while .7 was mating with her,M
293,dark,1,1,twelve,6,2:20 PM,51600.00,134.33,outside 10,B,mount,S,ran away,,S
294,dark,1,1,twelve,6,2:20 PM,51600.00,134.33,outside 10,F,mount,B,unknown,mounting .1 who was on 6.,B
295,dark,1,1,twelve,6,2:23 PM,51780.00,134.38,1,E,mating,M,walking around,,M
296,dark,1,1,twelve,6,2:26 PM,51960.00,134.43,10,F,mount,B,N/A,stopped quickly,B
297,dark,1,1,twelve,6,2:43 PM,52980.00,134.72,11,J,mount,S,pressed against wall,,S
298,dark,1,1,twelve,6,3:21 PM,55260.00,135.35,11,J,mount,S,N/A,Looked like he was going to mate and then just stopped?,S
299,dark,1,1,twelve,6,3:26 PM,55560.00,135.43,10,D,mount,S,N/A,,S
300,dark,1,1,twelve,6,3:32 PM,55920.00,135.53,10,D,mount,G,N/A,,G
301,dark,1,1,twelve,6,3:48 PM,56880.00,135.80,10,G,mount,B,N/A,ended shortly,B
302,dark,1,1,twelve,6,3:49 PM,56940.00,135.82,10,D,mount,B,N/A,ended shortly,B
303,dark,1,1,twelve,6,4:18 PM,58680.00,136.30,10,B,mount,G,,,G
304,dark,1,1,twelve,6,4:48 PM,60480.00,136.80,1,E,mount,V,Run away ,,V
305,dark,2,1,two,1,8:40 AM,31200.00,8.67,1,I,mating,Q,,,Q
306,dark,2,1,two,1,8:41 AM,31260.00,8.68,Outside,C,mating,T,,,T
307,dark,2,1,two,1,8:41 AM,31260.00,8.68,1,A,mating,S,,,S
308,dark,2,1,two,1,8:42 AM,31320.00,8.70,Outside,E,mount,O,,,O
309,dark,2,1,two,1,8:42 AM,31320.00,8.70,Outside,E,mount,T,,,T
310,dark,2,1,two,1,8:42 AM,31320.00,8.70,2,H,mating,R,Walking around in shelter,,R
311,dark,2,1,two,1,8:45 AM,31500.00,8.75,2,G,mount,C,,,C
312,dark,2,1,two,1,8:47 AM,31620.00,8.78,2,G,mount,X,,,X
313,dark,2,1,two,1,8:48 AM,31680.00,8.80,2,L,mount,X,Ran away,,X
314,dark,2,1,two,1,8:48 AM,31680.00,8.80,2,G,mating,X,,,X
315,dark,2,1,two,1,8:49 AM,31740.00,8.82,2,J,mating,U,,,U
316,dark,2,1,two,1,8:52 AM,31920.00,8.87,1,K,mating,S,,,S
317,dark,2,1,two,1,8:53 AM,31980.00,8.88,1,I,mating,Q,,,Q
318,dark,2,1,two,1,8:54 AM,32040.00,8.90,2,N,mount,P,Pressed against wall,,P
319,dark,2,1,two,1,8:56 AM,32160.00,8.93,1,B,mating,Q,,,Q
320,dark,2,1,two,1,8:56 AM,32160.00,8.93,1,I,mount,K,Ran away,,K
321,dark,2,1,two,1,8:59 AM,32340.00,8.98,2,E,mount,X,Ran away,,X
322,dark,2,1,two,1,8:59 AM,32340.00,8.98,1,I,mount,O,Pressed against wall,.8 trying to mate,O
323,dark,2,1,two,1,9:02 AM,32520.00,9.03,1,I,mating,O,,,O
324,dark,2,1,two,1,9:02 AM,32520.00,9.03,1,J,mount,I,unknown,,I
325,dark,2,1,two,1,9:02 AM,32520.00,9.03,1,J,mount,O,unknown,,O
326,dark,2,1,two,1,9:06 AM,32760.00,9.10,Outside 2,L,mount,V,,,V
327,dark,2,1,two,1,9:07 AM,32820.00,9.12,2,F,mating,N,,,N
328,dark,2,1,two,1,9:09 AM,32940.00,9.15,1,I,mount,O,,,O
329,dark,2,1,two,1,9:11 AM,33060.00,9.18,1,I,mount,O,,,O
330,dark,2,1,two,1,9:12 AM,33120.00,9.20,1,A,mount,I,,,I
331,dark,2,1,two,1,9:12 AM,33120.00,9.20,1,K,mount,Q,,,Q
332,dark,2,1,two,1,9:13 AM,33180.00,9.22,1,I,mount,O,,,O
333,dark,2,1,two,1,9:17 AM,33420.00,9.28,1,I,mount,O,,,O
334,dark,2,1,two,1,9:19 AM,33540.00,9.32,1,U,mount,O,,,O
335,dark,2,1,two,1,9:20 AM,33600.00,9.33,1,I,mating,O,,Maybe mating??,O
336,dark,2,1,two,1,9:21 AM,33660.00,9.35,1,B,mount,O,unknown,,O
337,dark,2,1,two,1,9:21 AM,33660.00,9.35,1,B,mount,I,unknown,,I
338,dark,2,1,two,1,9:22 AM,33720.00,9.37,2,H,mount,E,Exit shelter,,E
339,dark,2,1,two,1,9:23 AM,33780.00,9.38,2,J,mount,H,,,H
340,dark,2,1,two,1,9:24 AM,33840.00,9.40,2,G,mount,J,,,J
341,dark,2,1,two,1,9:24 AM,33840.00,9.40,2,E,mount,G,,,G
342,dark,2,1,two,1,9:25 AM,33900.00,9.42,2,E,mount,G,,,G
343,dark,2,1,two,1,9:25 AM,33900.00,9.42,2,J,mount,E,,,E
344,dark,2,1,two,1,9:26 AM,33960.00,9.43,2,F,mount,W,,,W
345,dark,2,1,two,1,9:26 AM,33960.00,9.43,1,I,mount,Q,Ran away,,Q
346,dark,2,1,two,1,9:28 AM,34080.00,9.47,1,A,mount,B,,,B
347,dark,2,1,two,1,9:28 AM,34080.00,9.47,1,I,mount,Q,Ran away in shelter,,Q
348,dark,2,1,two,1,9:28 AM,34080.00,9.47,1,I,mount,A,,,A
349,dark,2,1,two,1,9:32 AM,34320.00,9.53,2,F,mount,G,Mount back,,G
350,dark,2,1,two,1,9:32 AM,34320.00,9.53,2,G,mount,F,unknown,,F
351,dark,2,1,two,1,9:36 AM,34560.00,9.60,2,E,mount,L,Ran away in shelter,,L
352,dark,2,1,two,1,9:53 AM,35580.00,9.88,1,B,mount,O,NA,,O
353,dark,2,1,two,1,9:53 AM,35580.00,9.88,1,I,mount,B,N/A,Mounted .1 who was on 2.,B
354,dark,2,1,two,1,9:56 AM,35760.00,9.93,1,B,mount,O,,,O
355,dark,2,1,two,1,9:57 AM,35820.00,9.95,1,I,mount,Q,Walking around in shelter,Prolonged mount,Q
356,dark,2,1,two,1,9:58 AM,35880.00,9.97,1,I,mount,B,,,B
357,dark,2,1,two,1,10:03 AM,36180.00,10.05,1,I,mount,E,,,E
358,dark,2,1,two,1,10:09 AM,36540.00,10.15,1,A,mount,T,,,T
359,dark,2,1,two,1,10:09 AM,36540.00,10.15,1,I,mating,T,Walk out of shelter 1 with .8 on her,,T
360,dark,2,1,two,1,10:10 AM,36600.00,10.17,1,H,mount,Q,Left shelter,,Q
361,dark,2,1,two,1,10:12 AM,36720.00,10.20,1,H,mount,B,unknown,,B
362,dark,2,1,two,1,10:12 AM,36720.00,10.20,1,H,mount,O,unknown,,O
363,dark,2,1,two,1,10:13 AM,36780.00,10.22,2,E,mount,U,Ran away in shelter,,U
364,dark,2,1,two,1,10:13 AM,36780.00,10.22,2,G,mating,W,N/A,,W
365,dark,2,1,two,1,10:15 AM,36900.00,10.25,Outside,I,mount,U,Ran away,,U
366,dark,2,1,two,1,10:16 AM,36960.00,10.27,Outside,I,mount,Q,,,Q
367,dark,2,1,two,1,10:18 AM,37080.00,10.30,1,A,mount,T,,,T
368,dark,2,1,two,1,10:20 AM,37200.00,10.33,Outside,I,mating,Q,Walk around,,Q
369,dark,2,1,two,1,10:22 AM,37320.00,10.37,1,K,mount,B,,.1 is on top of 2. but not mating,B
370,dark,2,1,two,1,10:24 AM,37440.00,10.40,Outside,I,mount,U,Ran away,,U
371,dark,2,1,two,1,10:28 AM,37680.00,10.47,Outside 1,K,mount,U,Running around,Prolonged mount,U
372,dark,2,1,two,1,10:33 AM,37980.00,10.55,1,H,mount,K,,,K
373,dark,2,1,two,1,10:37 AM,38220.00,10.62,Outside,I,mount,Q,Run around,Prolonged mount,Q
374,dark,2,1,two,1,10:38 AM,38280.00,10.63,Outside,I,mount,O,Walk around,Prolonged mount,O
375,dark,2,1,two,1,10:40 AM,38400.00,10.67,Outside,I,mount,V,Ran away,Prolonged mount,V
376,dark,2,1,two,1,10:45 AM,38700.00,10.75,Outside,I,mount,J,,,J
377,dark,2,1,two,1,10:46 AM,38760.00,10.77,Outside,J,mount,S,Ran away,,S
378,dark,2,1,two,1,10:47 AM,38820.00,10.78,Outside,I,mount,Q,Ran away,,Q
379,dark,2,1,two,1,10:48 AM,38880.00,10.80,Outside,I,mount,N,Walked away,Prolonged mount,N
380,dark,2,1,two,1,11:10 AM,40200.00,11.17,Outside,E,mount,U,Ran away,,U
381,dark,2,1,two,1,11:12 AM,40320.00,11.20,Outside,J,mating,V,N/A,,V
382,dark,2,1,two,1,11:15 AM,40500.00,11.25,Outside,E,mount,Q,Ran away,,Q
383,dark,2,1,two,1,11:17 AM,40620.00,11.28,Outside,I,mount,V,N/A,,V
384,dark,2,1,two,1,11:21 AM,40860.00,11.35,Outside,I,mount,U,Ran away,"Prolonged mount but after .8 got off, 8. ran away",U
385,dark,2,1,two,1,11:23 AM,40980.00,11.38,Outside,I,mount,T,Ran away,,T
386,dark,2,1,two,1,11:29 AM,41340.00,11.48,Outside,F,mount,S,,,S
387,dark,2,1,two,1,11:31 AM,41460.00,11.52,Outside,F,mount,J,,,J
388,dark,2,1,two,1,11:32 AM,41520.00,11.53,Outside,F,mount,E,,Quickly got off,E
389,dark,2,1,two,1,11:32 AM,41520.00,11.53,Outside,F,mating,T,Walk around,,T
390,dark,2,1,two,1,11:42 AM,42120.00,11.70,Outside,F,mount,X,Ran away,,X
391,dark,2,1,two,1,11:42 AM,42120.00,11.70,Outside,E,mating,U,,,U
392,dark,2,1,two,1,11:44 AM,42240.00,11.73,2,K,mount,X,Ran away and out of shelter,,X
393,dark,2,1,two,1,12:08 PM,43680.00,12.13,Outside,I,mount,Q,Ran away,,Q
394,dark,2,1,two,1,12:11 PM,43860.00,12.18,Outside,J,mount,I,,,I
395,dark,2,1,two,1,12:12 PM,43920.00,12.20,Outside,H,mount,U,Ran away,,U
396,dark,2,1,two,1,12:14 PM,44040.00,12.23,Outside,H,mount,V,Ran away,,V
397,dark,2,1,two,1,12:20 PM,44400.00,12.33,Outside,I,mount,P,N/A,,P
398,dark,2,1,two,1,12:24 PM,44640.00,12.40,Outside,E,mount,V,Ran away,,V
399,dark,2,1,two,1,12:33 PM,45180.00,12.55,Outside 1,I,mount,S,Ran away,,S
400,dark,2,1,two,1,12:37 PM,45420.00,12.62,Outside 1,D,mount,P,Ran away,Ran into 1,P
401,dark,2,1,two,1,12:38 PM,45480.00,12.63,Outside,E,mount,U,Ran away,,U
402,dark,2,1,two,1,12:45 PM,45900.00,12.75,Outside,D,mating,V,N/A,,V
403,dark,2,1,two,1,12:49 PM,46140.00,12.82,Outside,D,mount,T,Ran away,,T
404,dark,2,1,two,1,1:03 PM,46980.00,13.05,Outside,H,mount,R,Ran around,,R
405,dark,2,1,two,1,1:08 PM,47280.00,13.13,Outside 2,G,mount,W,Ran away,,W
406,dark,2,1,two,1,1:09 PM,47340.00,13.15,Outside,E,mount,D,,,D
407,dark,2,1,two,1,1:09 PM,47340.00,13.15,Outside,E,mount,V,Ran away,,V
408,dark,2,1,two,1,1:12 PM,47520.00,13.20,2,G,mount,S,Ran away and out of shelter,,S
409,dark,2,1,two,1,1:26 PM,48360.00,13.43,Outsude,C,mating,Q,N/A,,Q
410,dark,2,1,two,1,1:26 PM,48360.00,13.43,Outside,D,mating,V,N/A,,V
411,dark,2,1,two,1,1:35 PM,48900.00,13.58,Outside,L,mount,R,Ran away,,R
412,dark,2,1,two,1,1:37 PM,49020.00,13.62,Outside,E,mount,V,N/A,,V
413,dark,2,1,two,1,1:46 PM,49560.00,13.77,1,F,mount,S,,,S
414,dark,2,1,two,1,1:50 PM,49800.00,13.83,1,F,mount,A,Left shelter,,A
415,dark,2,1,two,1,2:09 PM,50940.00,14.15,Outside 2,G,mount,V,,,V
416,dark,2,1,two,1,2:09 PM,50940.00,14.15,Outside 2,C,mount,G,.6 ran away,,G
417,dark,2,1,two,1,2:09 PM,50940.00,14.15,Outside 2,C,mount,V,unknown,,V
418,dark,2,1,two,1,2:13 PM,51180.00,14.22,Outside,B,mating,M,N/A,,M
419,dark,2,1,two,1,2:20 PM,51600.00,14.33,Outside,A,mount,M,Ran away,,M
420,dark,2,1,two,1,2:34 PM,52440.00,14.57,Outside,B,mount,P,Ran away,,P
421,dark,2,1,two,1,2:36 PM,52560.00,14.60,Outside,B,mount,Q,,,Q
422,dark,2,1,two,1,2:38 PM,52680.00,14.63,2,A,mount,M,,,M
423,dark,2,1,two,1,2:46 PM,53160.00,14.77,Outside 1,H,mount,R,,,R
424,dark,2,1,two,1,3:13 PM,54780.00,15.22,2,E,mount,W,,,W
425,dark,2,1,two,1,3:13 PM,54780.00,15.22,1,H,mount,V,,,V
426,dark,2,1,two,1,3:15 PM,54900.00,15.25,Outside 1,H,mount,N,Ran away,,N
427,dark,2,1,two,1,3:35 PM,56100.00,15.58,Outside,F,mating,P,N/A,,P
428,dark,2,1,two,1,4:05 PM,57900.00,16.08,Outside,H,mount,W,,,W
429,dark,2,1,two,1,4:11 PM,58260.00,16.18,Outside,G,mount,S,,,S
430,dark,2,1,two,1,4:12 PM,58320.00,16.20,Outside,G,mount,V,,,V
431,dark,2,1,two,1,4:20 PM,58800.00,16.33,Outside,G,mount,O,,,O
432,dark,2,1,two,1,4:21 PM,58860.00,16.35,Outside,G,mount,L,,,L
433,dark,2,1,two,1,4:21 PM,58860.00,16.35,Outside,H,mount,O,,,O
434,dark,2,1,two,1,4:22 PM,58920.00,16.37,Outside,G,mount,O,Ran away,,O
435,dark,2,1,two,1,4:22 PM,58920.00,16.37,Outside,H,mount,X,N/A,Was already against wall tightly,X
436,dark,2,1,two,1,4:25 PM,59100.00,16.42,Outside,G,mount,O,,,O
437,dark,2,1,two,1,4:26 PM,59160.00,16.43,Outside,G,mount,M,,,M
438,dark,2,1,two,1,4:28 PM,59280.00,16.47,Outside,G,mount,H,,,H
439,dark,2,1,two,1,4:30 PM,59400.00,16.50,Outside,G,mount,Q,,Got off quickly,Q
440,dark,2,1,two,1,4:34 PM,59640.00,16.57,Outside,E,mount,M,,,M
441,dark,2,1,two,1,4:38 PM,59880.00,16.63,Outside,G,mount,V,Ran away,,V
442,dark,2,1,two,1,4:41 PM,60060.00,16.68,Outside,G,mount,D,,,D
443,dark,2,1,two,2,10:50 AM,39000.00,34.83,1,I,mount,U,run away ,,U
444,dark,2,1,two,2,11:02 AM,39720.00,35.03,outside,B,mount,F,,,F
445,dark,2,1,two,2,11:27 AM,41220.00,35.45,2,H,mating,S,na,,S
446,dark,2,1,two,2,11:40 AM,42000.00,35.67,1,F,mount,R,na,,R
447,dark,2,1,two,2,12:31 PM,45060.00,36.52,1,B,mount,C,run away ,,C
448,dark,2,1,two,2,12:44 PM,45840.00,36.73,1,B,mount,A,na ,,A
449,dark,2,1,two,2,1:10 PM,47400.00,37.17,Outside 1,C,mating,U,,,U
450,dark,2,1,two,2,1:11 PM,47460.00,37.18,Outside 1,F,mount,C,stopped mating,mounted .2 who was on 8. which seemed to cause the mating to end,C
451,dark,2,1,two,2,1:14 PM,47640.00,37.23,1,A,mount,F,N/A,.5 and .0 no longer with who they were with before,F
452,dark,2,1,two,2,1:17 PM,47820.00,37.28,2,J,mount,E,,,E
453,dark,2,1,two,2,1:17 PM,47820.00,37.28,2,E,mount,J,,,J
454,dark,2,1,two,2,1:18 PM,47880.00,37.30,2,G,mount,E,,,E
455,dark,2,1,two,2,1:19 PM,47940.00,37.32,2,D,mount,E,,,E
456,dark,2,1,two,2,1:19 PM,47940.00,37.32,2,G,mount,H,,,H
457,dark,2,1,two,2,1:19 PM,47940.00,37.32,2,D,mount,G,,,G
458,dark,2,1,two,2,1:24 PM,48240.00,37.40,2,E,mount,D,,,D
459,dark,2,1,two,2,1:24 PM,48240.00,37.40,2,G,mount,E,,,E
460,dark,2,1,two,2,1:38 PM,49080.00,37.63,outside 2,E,mount,U,was against shelter wall so .4 couldn't get under,,U
461,dark,2,1,two,2,1:39 PM,49140.00,37.65,outside 2,J,mount,U,8. ran away and into shelter 2,,U
462,dark,2,1,two,2,1:39 PM,49140.00,37.65,outside 2,J,mount,E,unknown,,E
463,dark,2,1,two,2,1:44 PM,49440.00,37.73,2,D,mount,U,ran away and squished herself under shelter,,U
464,dark,2,1,two,2,1:48 PM,49680.00,37.80,2,D,mount,U,ran away and out of shelter,,U
465,dark,2,1,two,2,2:18 PM,51480.00,38.30,2,H,mount,F,,,F
466,dark,2,1,two,2,2:18 PM,51480.00,38.30,2,F,mount,Q,,was already pressed against wall but curved body more against wall,Q
467,dark,2,1,two,2,2:22 PM,51720.00,38.37,outside 2,E,mount,U,,,U
468,dark,2,1,two,2,2:25 PM,51900.00,38.42,2,D,mount,X,"ran away, vigorously shook .3 off",no longer in aggregation,X
469,dark,2,1,two,2,2:28 PM,52080.00,38.47,1,L,mount,Q,ran away and out of shelter,,Q
470,dark,2,1,two,2,2:28 PM,52080.00,38.47,1,K,mount,C,,,C
471,dark,2,1,two,2,2:28 PM,52080.00,38.47,1,L,mount,C,,,C
472,dark,2,1,two,2,2:28 PM,52080.00,38.47,1,B,mount,L,,,L
473,dark,2,1,two,2,2:31 PM,52260.00,38.52,1,A,mount,B,,,B
474,dark,2,1,two,2,2:32 PM,52320.00,38.53,Outside,E,mount,U,ran away,,U
475,dark,2,1,two,2,2:36 PM,52560.00,38.60,Outside,F,mount,I,,,I
476,dark,2,1,two,2,2:40 PM,52800.00,38.67,Outside,E,mount,Q,,,Q
477,dark,2,1,two,2,2:41 PM,52860.00,38.68,Outside,E,mount,U,ran against arena wall,,U
478,dark,2,1,two,2,2:43 PM,52980.00,38.72,Outside,B,mating,Q,,,Q
479,dark,2,1,two,2,2:44 PM,53040.00,38.73,Outside,E,mount,U,pinned tightly against wall,very long mating attempt but .4 could get under 8.,U
480,dark,2,1,two,2,2:47 PM,53220.00,38.78,Outside,E,mount,I,,got off quickly,I
481,dark,2,1,two,2,2:48 PM,53280.00,38.80,Outside 2,J,mount,U,ran away,,U
482,dark,2,1,two,2,3:11 PM,54660.00,39.18,Outside,B,mount,Q,ran away,,Q
483,dark,2,1,two,2,3:15 PM,54900.00,39.25,Outside,E,mount,F,,,F
484,dark,2,1,two,2,3:16 PM,54960.00,39.27,Outside,E,mount,I,ran away,,I
485,dark,2,1,two,2,3:18 PM,55080.00,39.30,Outside,E,mount,U,curled body then ran away,,U
486,dark,2,1,two,2,3:27 PM,55620.00,39.45,Outside,B,mount,U,curled body then ran away,,U
487,dark,2,1,two,2,3:28 PM,55680.00,39.47,Outside,I,mount,F,,,F
488,dark,2,1,two,2,3:30 PM,55800.00,39.50,Outside,E,mount,Q,walked away after,,Q
489,dark,2,1,two,2,3:39 PM,56340.00,39.65,Outside,B,mount,Q,ran away,,Q
490,dark,2,1,two,2,3:39 PM,56340.00,39.65,Outside,E,mount,Q,pressed against wall,,Q
491,dark,2,1,two,2,3:44 PM,56640.00,39.73,Outside,B,mount,Q,curled body then ran away,,Q
492,dark,2,1,two,2,3:46 PM,56760.00,39.77,Outside 1,A,mount,C,ran away,,C
493,dark,2,1,two,2,4:09 PM,58140.00,40.15,outside,F,mating,U,,,U
494,dark,2,1,two,2,4:11 PM,58260.00,40.18,Outside,E,mount,Q,curled body then ran away,,Q
495,dark,2,1,two,2,4:15 PM,58500.00,40.25,2,D,mount,H,,,H
496,dark,2,1,two,2,4:25 PM,59100.00,40.42,Outside,E,mount,Q,curled body,,Q
497,dark,2,1,two,2,4:27 PM,59220.00,40.45,1,F,mating,T,,,T
498,dark,2,1,two,2,4:27 PM,59220.00,40.45,1,A,mount,F,unknown,,F
499,dark,2,1,two,2,4:27 PM,59220.00,40.45,1,A,mount,T,unknown,,T
500,dark,2,1,two,2,4:32 PM,59520.00,40.53,2,G,mount,D,,,D
501,dark,2,1,two,2,4:39 PM,59940.00,40.65,2,G,mount,B,,,B
502,dark,2,1,two,2,4:42 PM,60120.00,40.70,1,H,mount,Q,ran away and left shelter,,Q
503,dark,2,1,two,2,4:48 PM,60480.00,40.80,1,H,mount,I,ran away,,I
504,dark,2,1,two,3,10:08 AM,36480.00,58.13,2,J,mount,C,run away,,C
505,dark,2,1,two,3,10:32 AM,37920.00,58.53,2,J,mount,C,run away,,C
506,dark,2,1,two,3,10:33 AM,37980.00,58.55,2,E,mount,C,run away,,C
507,dark,2,1,two,3,12:24 PM,44640.00,60.40,2,B,mating,W,na,,W
508,dark,2,1,two,3,12:38 PM,45480.00,60.63,2,E,mount,W,na,,W
509,dark,2,1,two,3,1:12 PM,47520.00,61.20,2,B,mount,C,shaking,,C
510,dark,2,1,two,3,1:14 PM,47640.00,61.23,1,L,mating,W,na,,W
511,dark,2,1,two,3,1:19 PM,47940.00,61.32,1,L,mount,A,,,A
512,dark,2,1,two,3,1:19 PM,47940.00,61.32,1,I,mount,A,,,A
513,dark,2,1,two,3,1:23 PM,48180.00,61.38,1,I,mount,K,,,K
514,dark,2,1,two,3,1:23 PM,48180.00,61.38,1,A,mount,I,,,I
515,dark,2,1,two,3,1:29 PM,48540.00,61.48,1,A,mount,I,,,I
516,dark,2,1,two,3,1:29 PM,48540.00,61.48,2,C,mount,Q,ran away,,Q
517,dark,2,1,two,3,1:30 PM,48600.00,61.50,2,D,mount,G,,,G
518,dark,2,1,two,3,1:31 PM,48660.00,61.52,outside,H,mount,X,,looked like it was going to be mating,X
519,dark,2,1,two,3,1:32 PM,48720.00,61.53,2,D,mount,H,.7 pushed off,,H
520,dark,2,1,two,3,1:32 PM,48720.00,61.53,2,D,mount,X,1: tried to run,,X
521,dark,2,1,two,3,1:32 PM,48720.00,61.53,2,G,mount,D,unknown,,D
522,dark,2,1,two,3,1:32 PM,48720.00,61.53,2,G,mount,X,unknown,,X
523,dark,2,1,two,3,1:33 PM,48780.00,61.55,2,E,mount,X,:1 pushed against wall,,X
524,dark,2,1,two,3,1:33 PM,48780.00,61.55,2,E,mount,D,.3 pushed off,,D
525,dark,2,1,two,3,1:33 PM,48780.00,61.55,2,E,mount,G,".6 pushed off, :1 pushed against wall",,G
526,dark,2,1,two,3,1:34 PM,48840.00,61.57,outside,J,mating,Q,NA,,Q
527,dark,2,1,two,3,1:34 PM,48840.00,61.57,outside 2,E,mating,X,,,X
528,dark,2,1,two,3,1:35 PM,48900.00,61.58,outside 2,H,mount,X,NA,on top of 1: but not in mating position because .4 is there,X
529,dark,2,1,two,3,1:38 PM,49080.00,61.63,1,A,mount,I,shook a bit,,I
530,dark,2,1,two,3,1:41 PM,49260.00,61.68,outside,F,mount,Q,walked away,,Q
531,dark,2,1,two,3,1:48 PM,49680.00,61.80,outside 2,G,mating,U,walking around,,U
532,dark,2,1,two,3,1:56 PM,50160.00,61.93,outside,B,mating,N,walking around,,N
533,dark,2,1,two,3,2:01 PM,50460.00,62.02,outside,H,mating,Q,,,Q
534,dark,2,1,two,3,2:34 PM,52440.00,62.57,outside,F,mount,N,shook body and ran around,prolonged mount,N
535,dark,2,1,two,3,2:48 PM,53280.00,62.80,outside,G,mount,F,NA,,F
536,dark,2,1,two,3,3:09 PM,54540.00,63.15,1,K,mount,X,running around shelter,,X
537,dark,2,1,two,3,3:09 PM,54540.00,63.15,1,I,mating,W,NA,,W
538,dark,2,1,two,3,3:16 PM,54960.00,63.27,outside 2,D,mating,O,,,O
