,network,block,treatment,day,time_hour_abs,focal_individual,behaviour,social_partner,partner_response,notes,partner_sex,mating_recency
1808,5,3,two,5,113.67,I,mount,S,moved around,,female,31.2
1809,5,3,two,5,111.7,I,mount,N,ran away,trying to mate from left side,female,96.42
1810,5,3,two,6,133.1,C,mount,Q,NA,looked like .2 was trying to get to 4.,female,123.45
1811,5,3,two,6,132.68,L,mount,O,moved into group of bugs,,female,73.26
1812,5,3,two,6,130.72,D,mount,U,NA,,female,47.62
1813,5,3,two,6,130.5,G,mount,S,NA,,female,48.03
1814,5,3,two,6,132.03,H,mount,U,NA,,female,48.93
1815,5,3,two,6,134.08,I,mount,O,NA,,female,74.66
1816,5,3,two,6,134.22,I,mount,O,NA,,female,74.8
1817,5,3,two,5,111.57,I,mount,T,ran away,trying to mate from left side,female,0.9
1818,5,3,two,5,112.68,L,mount,T,ran into large aggregation,male left on his own,female,2.01
1819,5,3,two,6,135.68,J,mating,M,"shook and entered 2, walked into corner",,female,4.26
1820,5,3,two,5,116.56,G,mating,T,NA,,female,5.89
1821,5,3,two,5,116.66,I,mount,T,NA,,female,0.1
1822,5,3,two,6,120.04,I,mount,T,NA,,female,3.48
1823,5,3,two,6,129.33,I,mount,N,NA,,female,114.05
1824,5,3,two,6,135.83,J,mount,M,NA,,female,0.15
1825,5,3,two,6,133.82,L,mount,T,ran into group of bugs,,female,17.26
1826,5,3,two,6,142,I,mount,T,NA,difficult to see if .8 mounted 7. or the bug beside it,female,25.44
1827,5,3,two,6,142.46,I,mount,T,NA,,female,25.9
1828,5,3,two,6,143.01,I,mount,T,shook,,female,26.45
1829,5,3,two,6,143.05,I,mount,T,NA,,female,26.49
1830,5,3,two,6,143.11,J,mount,T,shook,,female,26.55
1831,5,3,two,6,143.21,I,mount,T,NA,,female,26.65
1832,5,3,two,6,143.78,I,mount,T,NA,,female,27.22
1833,5,3,two,6,137.07,I,mount,X,NA,,female,61.56
1834,5,3,two,6,137.19,I,mount,X,NA,,female,61.68
1835,6,3,twelve,1,8.53,F,mating,Q,staying still,,female,N/A
1836,6,3,twelve,1,8.55,D,mating,W,,,female,N/A
1837,6,3,twelve,1,8.7,A,mating,M,staying still,,female,N/A
1838,6,3,twelve,1,9.07,D,mating,V,staying still,,female,N/A
1839,6,3,twelve,1,9.12,B,mating,M,staying still,,female,0.42
1840,6,3,twelve,1,9.13,K,mating,X,staying still,,female,N/A
1841,6,3,twelve,1,0.08,L,mount,O,NA,,female,N/A
1842,6,3,twelve,1,9.42,L,mating,R,staying still,,female,N/A
1843,6,3,twelve,1,9.6,L,mount,W,staying still,,female,1.05
1844,6,3,twelve,1,9.6,F,mount,W,was being mounted by :1 at the time,:1 came off and mounted .5 back,female,1.05
1845,6,3,twelve,1,10.35,F,mating,X,staying still,,female,1.22
1846,6,3,twelve,1,10.5,L,mount,P,pressed against wall,,female,N/A
1847,6,3,twelve,1,10.78,E,mating,N,staying still,,female,N/A
1848,6,3,twelve,1,11.05,H,mount,S,staying still,,female,N/A
1849,6,3,twelve,1,11.1,H,mount,S,staying still; then entered 8,,female,N/A
1850,6,3,twelve,1,11.15,J,mount,R,ran away,,female,1.73
1851,6,3,twelve,1,11.17,H,mount,S,running away,,female,N/A
1852,6,3,twelve,1,11.18,J,mount,X,walking around,.9 not getting under properly,female,0.83
1853,6,3,twelve,1,11.22,C,mount,N,ran away,,female,0.44
1854,6,3,twelve,1,11.23,J,mount,X,staying still,.9 not getting under properly,female,0.88
1855,6,3,twelve,1,11.27,C,mating,S,walking around a bit,,female,N/A
1856,6,3,twelve,1,11.4,G,mating,P,,,female,N/A
1857,6,3,twelve,1,11.47,C,mount,U,ran away,,female,N/A
1858,6,3,twelve,1,11.6,E,mount,S,running all over arena,briefly entered shelter 9 then ran back out,female,0.33
1859,6,3,twelve,1,11.62,C,mating,R,staying still,,female,2.2
1860,6,3,twelve,1,11.63,A,mount,P,ran away,,female,0.23
1861,6,3,twelve,1,11.73,F,mount,R,staying still,.2 was still on her too,female,0.11
1862,6,3,twelve,1,12.02,B,mating,R,walking around,,female,0.4
1863,6,3,twelve,1,12.1,J,mount,W,ran away,.9 not doing a good job attempting to mate,female,3.55
1864,6,3,twelve,1,12.35,G,mount,M,na,,female,3.23
1865,6,3,twelve,1,12.35,K,mount,S,ran away,,female,1.08
1866,6,3,twelve,1,12.4,K,mount,X,na,,female,2.05
1867,6,3,twelve,1,12.4,H,mating,Q,staying still,,female,3.87
1868,6,3,twelve,1,12.47,E,mount,M,ran away,,female,3.35
1869,6,3,twelve,1,12.47,K,mount,M,ran away,,female,3.35
1870,6,3,twelve,1,12.5,K,mount,X,na,,female,2.15
1871,6,3,twelve,1,12.57,C,mating,T,staying still,,female,N/A
1872,6,3,twelve,1,12.63,C,mount,T,walking around,male just continued staying on her as she walked around,female,0.06
1873,6,3,twelve,1,12.68,J,mount,X,staying still,male can't get under,female,2.33
1874,6,3,twelve,1,12.7,G,mount,S,running around; then broke free and ran away,,female,1.43
1875,6,3,twelve,1,12.72,K,mating,Q,staying still,,female,0.32
1876,6,3,twelve,1,12.75,G,mating,U,na,,female,N/A
1877,6,3,twelve,1,12.77,J,mating,Q,staying still; then walking around ,,female,0.05
1878,6,3,twelve,1,12.8,C,mount,Q,ran away,,female,0.03
1879,6,3,twelve,1,13.17,K,mount,M,na,,female,4.05
1880,6,3,twelve,1,13.22,H,mount,M,na,,female,4.1
1881,6,3,twelve,1,13.32,H,mount,M,na,.7 couldn't get under,female,4.2
1882,6,3,twelve,1,13.35,L,mating,X,walking around; went to feeder and attemped to feed?,,female,3
1883,6,3,twelve,1,13.4,B,mount,W,na,,female,4.85
1884,6,3,twelve,1,14.1,A,mount,N,walked around,,female,3.32
1885,6,3,twelve,1,14.23,C,mount,M,na,,female,5.11
1886,6,3,twelve,1,14.27,J,mount,T,shook,got off at 2:18 PM,female,1.7
1887,6,3,twelve,1,9.4,K,mating,O,staying still,,female,N/A
1888,6,3,twelve,1,14.3,C,mount,O,ran away,,female,4.9
1889,6,3,twelve,1,14.32,J,mount,Q,walked into 8,,female,1.55
1890,6,3,twelve,1,14.35,L,mount,T,walked around,,female,1.78
1891,6,3,twelve,1,14.4,C,mount,W,walked around,,female,5.85
1892,6,3,twelve,1,14.42,C,mount,X,tried to get away then stopped,,female,1.07
1893,6,3,twelve,1,14.52,G,mount,U,na,,female,1.77
1894,6,3,twelve,1,14.52,A,mount,V,na,,female,5.45
1895,6,3,twelve,1,14.53,G,mount,U,"entered 6, pushed against wall to get .6 off",,female,1.78
1896,6,3,twelve,1,14.55,L,mount,U,walked around,,female,1.8
1897,6,3,twelve,1,14.55,I,mount,M,walked around,,female,5.43
1898,6,3,twelve,1,14.67,K,mount,T,walked around,,female,2.1
1899,6,3,twelve,1,14.83,G,mount,T,na,,female,2.26
1900,6,3,twelve,1,15.13,H,mount,Q,ran out from under,,female,2.36
1901,6,3,twelve,1,15.15,H,mount,R,na,,female,3.13
1902,6,3,twelve,1,15.17,G,mount,S,na,,female,3.9
1903,6,3,twelve,1,15.22,K,mount,U,moved around,,female,2.47
1904,6,3,twelve,1,15.22,L,mount,N,walked around,,female,4.44
1905,6,3,twelve,1,15.25,G,mount,U,walked around,,female,2.5
1906,6,3,twelve,1,15.3,F,mount,X,na,,female,1.95
1907,6,3,twelve,1,15.38,H,mount,U,na,,female,2.63
1908,6,3,twelve,1,15.4,J,mount,N,ran away,,female,4.62
1909,6,3,twelve,1,15.78,C,mount,S,na,,female,4.51
1910,6,3,twelve,1,14.32,F,mount,O,na,,female,4.92
1911,6,3,twelve,1,16.25,E,mount,R,Na,,female,4.23
1912,6,3,twelve,1,16.33,K,mount,S,na,,female,5.06
1913,6,3,twelve,1,16.4,J,mount,V,ran away,,female,7.33
1914,6,3,twelve,1,16.45,C,mount,R,na,,female,4.43
1915,6,3,twelve,1,16.63,G,mount,P,ran away,,female,5.23
1916,6,3,twelve,1,16.73,G,mount,N,moved around and exited shelter,,female,5.95
1917,6,3,twelve,1,16.75,G,mount,N,exited shelter,,female,5.97
1918,6,3,twelve,1,16.77,G,mount,U,walked around,,female,4.02
1919,6,3,twelve,1,16.78,G,mount,R,ran into group,8. was beside 5. and ran away to touch 7.,female,4.76
1920,6,3,twelve,1,16.1,C,mount,O,ran away with .2 ontop,,female,6.7
1921,6,3,twelve,2,34.48,G,mount,T,NA,,female,21.91
1922,6,3,twelve,2,34.5,G,mount,T,NA,,female,21.93
1923,6,3,twelve,2,36.23,I,mount,P,walked around,3. had approached and touched .8 before mount happened,female,24.83
1924,6,3,twelve,2,36.43,G,mount,T,NA,,female,23.86
1925,6,3,twelve,2,36.62,G,mount,S,NA,male got off on his own at 12:39 PM,female,25.35
1926,6,3,twelve,2,38.22,E,mount,P,ran away,.4 hung on back but didn't get on top,female,26.82
1927,6,3,twelve,2,39.13,A,mount,P,walked around into group of bugs (4. and 2.),,female,27.73
1928,6,3,twelve,1,17.06,G,mount,O,NA,,female,7.66
1929,6,3,twelve,1,17.07,G,mount,O,NA,,female,7.67
1930,6,3,twelve,1,17.19,L,mount,O,,,female,7.79
1931,6,3,twelve,1,17.44,L,mount,O,shook,male got off quickly,female,8.04
1932,6,3,twelve,1,17.48,L,mount,O,NA,male got off quickly,female,8.08
1933,6,3,twelve,1,17.49,L,mount,O,NA,,female,8.09
1934,6,3,twelve,2,40.35,R,mount,U,NA,8. tried to enter and 5. came out to mount,female,27.6
1935,6,3,twelve,1,17.56,L,mount,O,NA,,female,8.16
1936,6,3,twelve,3,58.5,P,mount,U,NA,,female,45.75
1937,6,3,twelve,3,59.4,G,mount,W,NA,,female,50.85
1938,6,3,twelve,3,59.62,I,mount,W,NA,,female,51.07
1939,6,3,twelve,2,41.09,G,mount,T,NA,male got off at 5:55,female,28.52
1940,6,3,twelve,2,41.02,J,mount,S,ran away,,female,29.75
1941,6,3,twelve,3,60.62,H,mount,P,walked around,,female,49.22
1942,6,3,twelve,3,61.05,H,mount,P,walking around,.7 not under or mating but staying on for a long time,female,49.65
1943,6,3,twelve,3,61.17,L,mount,W,pressed against shelter wall,,female,52.62
1944,6,3,twelve,3,61.2,I,mating,M,staying still,,female,52.08
1945,6,3,twelve,3,61.22,H,mount,P,staying still,mounted while 3. was feeding,female,49.82
1946,6,3,twelve,1,17.72,L,mount,O,NA,,female,8.32
1947,6,3,twelve,3,61.3,D,mount,M,ran away and out of shelter,,female,0.1
1948,6,3,twelve,1,17.75,L,mount,O,walked around,,female,8.35
1949,6,3,twelve,1,17.89,L,mount,O,ran away,,female,8.49
1950,6,3,twelve,3,61.6,L,mating,M,staying still,,female,0.4
1951,6,3,twelve,3,60.33,G,mount,T,NA,,female,47.76
1952,6,3,twelve,3,61.82,A,mount,T,"was already pressed agianst wall, male couldn't get under",,female,49.25
1953,6,3,twelve,1,17.01,C,mount,Q,NA,male got off quickly,female,4.24
1954,6,3,twelve,3,62.43,D,mount,M,ran away,,female,0.83
1955,6,3,twelve,3,60.4,I,mount,S,NA,,female,49.13
1956,6,3,twelve,3,62.57,J,mount,S,running around very frantically,male can't get under,female,51.3
1957,6,3,twelve,1,23.42,A,mating,Q,NA,,female,10.65
1958,6,3,twelve,3,62.68,D,mating,M,staying still,,female,1.08
1959,6,3,twelve,3,62.7,G,mating,P,staying still,,female,51.3
1960,6,3,twelve,3,62.6,F,mount,S,ran around until male fell off then left,,female,51.33
1961,6,3,twelve,3,63.15,K,mount,P,was against wall,,female,0.45
1962,6,3,twelve,3,61.82,J,mount,T,stayed still,male not under,female,49.25
1963,6,3,twelve,1,17.92,L,mount,O,NA,,female,8.52
1964,6,3,twelve,3,63.45,A,mount,W,stayed still against shelter wall then entered 12 after .0 got off,,female,54.9
1965,6,3,twelve,3,63.47,L,mount,W,stayed still against shelter wall,,female,54.92
1966,6,3,twelve,3,63.5,L,mount,W,ran into corner,,female,54.95
1967,6,3,twelve,1,22.86,L,mount,O,NA,,female,13.46
1968,6,3,twelve,2,41.01,K,mount,X,NA,,female,27.66
1969,6,3,twelve,3,64.22,G,mount,U,ran away and out of shelter,,female,51.47
1970,6,3,twelve,2,34.43,L,mount,O,NA,,female,25.03
1971,6,3,twelve,3,64.3,J,mount,U,pressed against shelter wall,,female,51.55
1972,6,3,twelve,3,64.32,J,mount,U,ran into corner and pressed against wall,,female,51.57
1973,6,3,twelve,3,63.15,A,mount,T,pressed against shelter wall,,female,50.58
1974,6,3,twelve,1,17.13,L,mount,N,walked around,"male got off at 10:36, couldn't really see if he got into mating position",female,6.35
1975,6,3,twelve,4,81.77,H,mount,N,NA,,female,70.99
1976,6,3,twelve,4,81.83,H,mount,N,shook,,female,71.05
1977,6,3,twelve,3,64.08,H,mount,X,staying still but was already pressed against shelter corner,male couldn't get under,female,50.73
1978,6,3,twelve,4,82.18,H,mount,N,NA,still on 1.,female,71.4
1979,6,3,twelve,4,82.77,B,mount,N,moved around,,female,71.99
1980,6,3,twelve,3,66.23,J,mount,P,moved away,,female,3.53
1981,6,3,twelve,3,64.65,L,mating,T,staying still,,female,52.08
1982,6,3,twelve,3,66.12,J,mount,M,moved away,,female,3.44
1983,6,3,twelve,4,73.49,L,mating,T,moved into corner,,female,8.84
1984,6,3,twelve,4,83.3,L,mount,T,NA,,female,9.81
1985,6,3,twelve,4,84.38,C,mating,U,shook,male got off at 12:25 PM,female,71.63
1986,6,3,twelve,2,39.52,G,mount,O,NA,,female,30.12
1987,6,3,twelve,3,66.13,J,mount,M,moved away,,female,3.45
1988,6,3,twelve,4,82.8,J,mount,N,moved around,,female,72.02
1989,6,3,twelve,3,66.13,J,mount,M,moved away,,female,3.45
1990,6,3,twelve,4,85.13,I,mount,N,walked around,,female,74.35
1991,6,3,twelve,4,75.94,G,mating,X,started walking at 23:43,,female,62.59
1992,6,3,twelve,4,86.15,H,mount,U,shook,,female,1.77
1993,6,3,twelve,4,85.3,C,mount,N,walked around,,female,74.52
1994,6,3,twelve,4,83.32,J,mount,M,NA,,female,20.64
1995,6,3,twelve,2,39.57,G,mount,O,walked around in shelter,,female,30.17
1996,6,3,twelve,4,84.8,J,mount,M,moved against shelter wall,,female,22.12
1997,6,3,twelve,4,85.28,J,mount,M,ran into corner of shelter,,female,22.6
1998,6,3,twelve,4,86.4,J,mount,M,walked around,,female,23.72
1999,6,3,twelve,4,86.7,J,mount,M,moved into group of bugs,,female,24.02
2000,6,3,twelve,4,87.1,E,mount,M,shook,had approached .4 before mount,female,24.42
2001,6,3,twelve,4,86.17,H,mount,N,NA,,female,75.39
2002,6,3,twelve,4,76.1,D,mount,X,moved away,"male detached at 31:55, possible mating ",female,0.16
2003,6,3,twelve,4,82.35,F,mount,X,NA,,female,6.41
2004,6,3,twelve,4,85.32,R,mount,X,NA,got off at 1:21 PM,female,9.38
2005,6,3,twelve,5,105.22,G,mount,X,NA,,female,29.28
2006,6,3,twelve,4,73.63,H,mount,R,walked around,male got off at 20:14,female,61.61
2007,6,3,twelve,4,73.81,H,mount,R,walked into corner with other bug,male got off at 29:09,female,61.79
2008,6,3,twelve,2,44.24,A,mount,Q,NA,,female,20.82
2009,6,3,twelve,2,39.8,G,mount,O,NA,,female,30.4
2010,6,3,twelve,2,40.03,D,mount,O,ran away,,female,30.63
2011,6,3,twelve,5,105.32,G,mount,X,shook,,female,29.38
2012,6,3,twelve,5,105.35,G,mount,X,ran away,,female,29.41
2013,6,3,twelve,4,73.91,H,mount,R,NA,,female,61.89
2014,6,3,twelve,3,63.07,L,mating,S,walking around; entered 12,,female,51.8
2015,6,3,twelve,4,83.65,L,mating,T,NA,,female,10.16
2016,6,3,twelve,4,84.37,L,mount,T,NA,,female,0.72
2017,6,3,twelve,5,105.4,C,mount,X,NA,,female,29.46
2018,6,3,twelve,4,89.17,L,mount,T,NA,hard to see bug's number,female,5.52
2019,6,3,twelve,3,62.32,A,mount,Q,"tried to run away at first, now staying still",,female,38.9
2020,6,3,twelve,5,106.3,I,mount,X,shook,flipped over on back,female,30.36
2021,6,3,twelve,2,41.04,D,mount,V,NA,,female,31.97
2022,6,3,twelve,5,107.32,F,mount,W,NA,,female,98.77
2023,6,3,twelve,3,62.65,B,mount,Q,staying still but right side against wall,male couldn't get under,female,39.23
2024,6,3,twelve,3,66.27,G,mount,Q,NA,male got off quickly,female,42.85
2025,6,3,twelve,4,80.13,F,mount,S,moved into corner,,female,17.06
2026,6,3,twelve,4,76.94,G,mount,Q,NA,male got off quickly,female,53.52
2027,6,3,twelve,4,87.82,E,mount,N,moved around,,female,77.04
2028,6,3,twelve,5,106.37,A,mount,X,NA,right outside entrance,female,30.43
2029,6,3,twelve,4,79.75,C,mount,N,NA,,female,68.97
2030,6,3,twelve,4,94.73,H,mount,R,moved away,"male turned around and shook a few times, got off at 19:02",female,82.71
2031,6,3,twelve,5,108.03,K,mount,N,walked around,,female,97.25
2032,6,3,twelve,5,108.55,F,mount,W,NA,,female,100
2033,6,3,twelve,5,108.35,K,mount,N,"was on wall, got off",,female,97.57
2034,6,3,twelve,4,94.89,H,mount,R,NA,,female,82.87
2035,6,3,twelve,5,106.82,I,mount,X,ran away,,female,30.88
2036,6,3,twelve,5,108.38,F,mount,N,NA,,female,97.6
2037,6,3,twelve,5,105.4,H,mount,R,NA,"still on 5., got off 9:27am",female,93.38
2038,6,3,twelve,4,77.09,G,mating,Q,NA,male got off at 6:18,female,53.67
2039,6,3,twelve,5,105.58,H,mount,R,ran away,.7 quickly got off,female,93.56
2040,6,3,twelve,5,99.51,J,mount,U,moved into corner,,female,15.13
2041,6,3,twelve,4,77.26,G,mount,Q,NA,male got off quickly,female,0.17
2042,6,3,twelve,5,99.55,J,mount,U,NA,,female,15.17
2043,6,3,twelve,5,109.68,J,mount,W,staying still but against wall,,female,101.13
2044,6,3,twelve,5,109.75,J,mount,W,staying still against wall,,female,101.2
2045,6,3,twelve,2,40.08,L,mount,O,NA,stayed on for very long time,female,30.68
2046,6,3,twelve,4,89.03,G,mount,Q,NA,,female,11.94
2047,6,3,twelve,4,87.3,D,mount,M,shook,,female,24.62
2048,6,3,twelve,4,80.16,F,mating,S,NA,male got off at 23:06,female,17.09
2049,6,3,twelve,5,107.22,H,mount,X,"walked around, exited shelter",,female,31.28
2050,6,3,twelve,5,108.28,D,mount,X,NA,,female,32.34
2051,6,3,twelve,5,109.52,H,mount,U,running around in shelter; ran into corner and male couldn't get under,,female,25.14
2052,6,3,twelve,5,108.7,K,mount,X,ran away,,female,32.76
2053,6,3,twelve,5,111.08,F,mating,W,walked around and left shelter,,female,102.53
2054,6,3,twelve,4,87.37,K,mount,M,ran around in shelter,,female,24.69
2055,6,3,twelve,5,105.75,G,mount,Q,NA,,female,28.66
2056,6,3,twelve,4,87.73,K,mount,M,NA,,female,25.05
2057,6,3,twelve,5,107.2,L,mount,Q,pressed against shelter wall,,female,30.11
2058,6,3,twelve,2,41.12,D,mount,V,both exited shelter,,female,32.05
2059,6,3,twelve,5,107.35,L,mount,Q,pushed against shelter wall,,female,30.26
2060,6,3,twelve,4,89.63,F,mating,S,moved into corner,male got off at 5:46,female,9.47
2061,6,3,twelve,5,108.63,D,mount,N,NA,,female,97.85
2062,6,3,twelve,5,108.77,D,mount,N,walked around,,female,97.99
2063,6,3,twelve,5,107.4,L,mount,Q,shook,,female,30.31
2064,6,3,twelve,5,107.55,L,mating,Q,"started walking at 11:35 AM, pushed against wall and shook",male got off on their own at 11:38 AM,female,30.46
2065,6,3,twelve,5,103.29,A,mount,S,NA,,female,13.66
2066,6,3,twelve,5,109.07,A,mount,Q,na,,female,1.52
2067,6,3,twelve,5,107.23,H,mount,V,NA,,female,98.16
2068,6,3,twelve,5,109.63,L,mount,Q,"running around, ran out of shelter",male is very big and cannot bend under,female,2.08
2069,6,3,twelve,5,110.37,H,mating,M,staying still,,female,47.69
2070,6,3,twelve,6,130.68,A,mount,W,NA,,female,19.6
2071,6,3,twelve,5,111.52,L,mount,N,ran out of shelter,,female,100.74
2072,6,3,twelve,5,106.55,F,mount,S,moved around,,female,16.92
2073,6,3,twelve,6,130.83,A,mount,W,NA,,female,19.75
2074,6,3,twelve,5,111.18,G,mount,M,stayed still but ran away after,,female,0.81
2075,6,3,twelve,5,111.33,G,mount,M,ran into corner of shelter,,female,0.96
2076,6,3,twelve,5,107.5,I,mount,S,NA,got off quickly,female,17.87
2077,6,3,twelve,6,131.2,I,mount,W,shook,,female,20.12
2078,6,3,twelve,5,113.45,B,mating,M,NA,,female,3.08
2079,6,3,twelve,5,110.42,B,mount,S,running around in shelter,,female,20.79
2080,6,3,twelve,6,123.81,G,mount,M,NA,,female,10.36
2081,6,3,twelve,6,130.33,H,mount,M,NA,,female,16.88
2082,6,3,twelve,5,111.48,J,mount,S,ran away and out of shelter,,female,21.85
2083,6,3,twelve,6,131.08,D,mount,M,ran away,,female,17.63
2084,6,3,twelve,6,131.08,J,mount,M,NA,,female,17.63
2085,6,3,twelve,5,110.47,G,mating,X,"staying still, then entered shetler 3",,female,34.53
2086,6,3,twelve,6,131.2,J,mount,M,NA,,female,17.75
2087,6,3,twelve,6,131.23,J,mount,M,moved around,,female,17.78
2088,6,3,twelve,4,90.27,L,mount,T,ran away,,female,6.62
2089,6,3,twelve,5,109.67,B,mount,U,was going to enter shelter but ran away when .1 mounted her,,female,25.29
2090,6,3,twelve,6,131.65,C,mount,M,ran away,,female,18.2
2091,6,3,twelve,6,132.07,F,mount,M,NA,,female,18.62
2092,6,3,twelve,5,111.68,B,mount,S,ran away and out of shelter,,female,22.05
2093,6,3,twelve,6,134.35,I,mount,W,NA,,female,23.27
2094,6,3,twelve,5,110.63,J,mount,U,running around; ran out of shelter; then ran away,,female,26.25
2095,6,3,twelve,6,123.53,D,mount,U,NA,,female,39.15
2096,6,3,twelve,2,40.23,L,mount,O,NA,stayed on until 4:22 PM,female,30.83
2097,6,3,twelve,6,133.17,B,mount,U,started walking at 1:10 PM and .1 got off,,female,48.79
2098,6,3,twelve,5,106.43,A,mount,R,NA,,female,94.41
2099,6,3,twelve,6,132.32,C,mount,M,NA,,female,18.87
2100,6,3,twelve,2,40.47,B,mount,O,shook and ran around shelter,,female,31.07
2101,6,3,twelve,6,132.42,C,mount,M,NA,,female,18.97
2102,6,3,twelve,2,41.06,C,mating,O,walked around,,female,31.66
2103,6,3,twelve,1,17.02,L,mount,W,started walking at 2:11,male got off at 2:26,female,8.47
2104,6,3,twelve,5,111.53,L,mount,N,staying still,male is very big and cannot bend under,female,100.75
2105,6,3,twelve,3,61.23,J,mount,O,staying still,male not under,female,20.17
2106,6,3,twelve,3,61.35,E,mount,O,ran away,,female,20.29
2107,6,3,twelve,3,61.48,C,mount,O,staying still,,female,20.42
2108,6,3,twelve,3,63.18,E,mount,O,staying still; pressed against wall,,female,22.12
2109,6,3,twelve,5,110.2,L,mount,Q,staying still,male really large from being fed and can't get under,female,2.65
2110,6,3,twelve,3,63.72,C,mount,O,stayed still but was pressed against wall,,female,22.66
2111,6,3,twelve,3,64.27,C,mount,O,ran into corner and pressed against wall,,female,23.21
2112,6,3,twelve,4,84.75,G,mount,O,NA,,female,43.69
2113,6,3,twelve,4,86.4,G,mount,O,NA,,female,45.34
2114,6,3,twelve,4,89.12,G,mount,O,NA,,female,48.06
2115,6,3,twelve,5,106.13,G,mount,O,NA,quickly got off,female,65.07
2116,6,3,twelve,5,106.15,G,mount,O,NA,,female,65.09
2117,6,3,twelve,5,109.78,C,mount,O,stayed still,male left on his own,female,68.72
2118,6,3,twelve,5,111.2,L,mount,Q,,:1 very large from mating and can't bend under,female,3.65
2119,6,3,twelve,6,134.72,A,mount,O,NA,,female,93.66
2120,6,3,twelve,5,111.42,L,mount,Q,ran away,,female,3.87
2121,6,3,twelve,6,122.84,D,mount,S,moved into corner,male got off at 23:48,female,33.21
2122,6,3,twelve,5,106.68,I,mount,T,NA,,female,23.03
2123,6,3,twelve,5,110.62,C,mount,X,staying still but against wall,,female,0.15
2124,6,3,twelve,5,111.45,B,mount,V,stayed still but against wall,,female,102.38
2125,6,3,twelve,5,111.73,B,mount,V,staying still; then ran away after male got off,"male not under, just staying on female",female,102.66
2126,6,3,twelve,6,135.22,D,mount,O,NA,,female,94.16
2127,6,3,twelve,5,111.47,L,mount,Q,ran away and out of shelter,,female,3.92
2128,6,3,twelve,6,132.48,C,mount,M,NA,,female,19.03
2129,6,3,twelve,6,133.38,B,mount,M,walked around ,,female,19.93
2130,6,3,twelve,6,133.4,H,mount,M,NA,,female,19.95
2131,6,3,twelve,4,83.02,G,mount,P,NA,,female,20.32
2132,6,3,twelve,3,52.59,L,mount,unknown,NA,,female,N/A
2133,6,3,twelve,6,130.82,N,mount,S,NA,,female,41.19
2134,6,3,twelve,6,131.18,I,mount,S,NA,,female,41.55
2135,6,3,twelve,5,96.8,I,mating,N,moved into corner,male got off at 1:01,female,86.02
2136,6,3,twelve,5,111.57,K,mount,Q,ran away and out of shelter,,female,4.02
2137,6,3,twelve,5,111.6,L,mount,Q,ran into corner of shelter,male can't get under,female,4.05
2138,6,3,twelve,5,111.72,L,mount,Q,staying still but against wall,male can't get under,female,4.17
2139,6,3,twelve,5,110.78,E,mount,X,walked around until .4 fell off,,female,0.31
2140,6,3,twelve,5,113.12,B,mount,X,moved away,,female,2.65
2141,6,3,twelve,4,75.18,H,mount,unknown,shook,,female,N/A
2142,6,3,twelve,5,108.35,I,mount,R,NA,,female,96.33
2143,6,3,twelve,5,108.68,C,mount,R,walked into corner,,female,96.66
2144,6,3,twelve,5,109,L,mating,R,staying still,,female,96.98
2145,6,3,twelve,5,106.75,L,mount,T,NA,,female,23.1
2146,6,3,twelve,5,109.5,I,mount,R,ran around and into corner of shelter,,female,0.5
2147,6,3,twelve,6,135.1,D,mount,R,NA,,female,26.1
2148,6,3,twelve,5,107.07,L,mount,T,NA,,female,23.42
2149,6,3,twelve,5,112.78,K,mount,Q,running around,,female,5.23
2150,6,3,twelve,6,135.37,E,mount,O,NA,,female,94.31
2151,6,3,twelve,6,132.63,C,mount,T,walked into enterance,,female,48.98
2152,6,3,twelve,6,131.22,I,mount,S,moved around,,female,41.59
2153,6,3,twelve,6,131.75,I,mount,S,NA,,female,42.12
2154,6,3,twelve,6,134.5,C,mount,U,NA,,female,50.12
2155,6,3,twelve,6,134.65,C,mount,U,NA,,female,50.27
2156,6,3,twelve,6,130.8,A,mount,N,ran away,,female,34
2157,6,3,twelve,6,132.35,U,mount,X,NA,.6 was beside 1: and ran away,female,21.88
2158,6,3,twelve,6,135.15,C,mount,M,NA,,female,21.7
2159,6,3,twelve,6,133.5,A,mount,S,NA,,female,43.87
2160,6,3,twelve,6,135.35,A,mount,M,NA,,female,21.9
2161,6,3,twelve,6,123.61,C,mount,W,moved away and shook,,female,12.53
2162,6,3,twelve,6,123.61,C,mount,W,moved away,,female,12.53
2163,6,3,twelve,6,134.78,G,mount,U,NA,,female,50.4
